"pathway" "country" "tradeadjustment" "year" "gdp" "population" "kcal_hist" "kcal_targ" "kcal_feas" "fat_feas" "prot_feas" "kcal_mder" "lnppmatureforest" "lnppmatureotherland" "patarget" "agroecosh" "protectedareasforest" "protectedareasothernat" "protectedareasother" "oecmareas" "calcbioscore" "histcropland" "histharvarea" "histpasture" "histurban" "histforest" "histotherland" "calccropland" "calcpasture" "calcforest" "calcnewforest" "calcotherland" "newotherland" "calcurban" "totalland" "forestchange" "newforestchange" "netforestchange" "histcropallco2e" "histcropco2" "histcropn2o" "histcropch4" "calccropallco2e" "calccropn2o" "calccropch4_ch4" "calccropch4" "calccropco2" "histliveallco2e" "histliven2o" "histlivech4" "calcliveallco2e" "calclivech4_ch4" "calclivech4" "calcliven2o" "calcallagrico2e" "calcdeforco2" "calcotherlucco2" "calcsequestco2" "calcpeatco2" "calcalllandco2e" "ghgbiofuels" "histwfblue" "calcwfblue" "calcsequestaband" "calcsequestaffor" "calcfarmlabourfte" "calcn_synth" "histn_org" "histn_synth" "totalp" "histp" "lnppnewforest" "lnppnewotherland" "kcal_pou" "pou_computed" "mder_pou" "calcn_agsoils" "calcn_leftpasture" "water_requirement" "lnppmatureforest_expost" "lnppmatureotherland_expost" "pathway_id"
"CurrentTrends" "GRC" "Yes" "2035" 279.9071139 9.606587 0 2744.878427 2708.177612 136.3699031 86.19950868 2088.748742 2694.002177 373.8763792 NA 0.541282726 1733.082 812.475 1893.326 0 65.76145931 0 0 0 0 0 0 3580.525435 1783.010925 3597.270033 50.33333333 830.8401591 2751.196989 296.823125 12890 0 -50.33333333 -50.33333333 0 0 0 0 3.690774922 1.546869555 0.0199598042452234 0.542906675 1.600998691 0 0 0 3.359209345 0.0975022719859064 2.652061798 0.707147547 7.049984267 0 0.188312731 -2.903676978 NA -2.715364247 0 0 1365.264391 -2.824073306 -0.0796 168.7910894 165.7566153 0 0 34.43903099 0 40.26666667 2200.957591 3862.14239106053 NA 1975.0615422667 64.33706926 154.96880490432 2053.05563667892 2585.21260236233 660.769217795794 "CT"
"CurrentTrends" "GRC" "Yes" "2040" 313.2571422 9.267685 0 2744.878427 2708.091227 136.3624661 86.19562282 2081.524358 2694.002177 375.0048549 NA 0.539312721 1733.082 812.475 1893.326 0 65.76691374 0 0 0 0 0 0 3636.567972 1561.696517 3597.270033 0 833.347894 2933.624083 327.4934999 12890 0 -50.33333333 -50.33333333 0 0 0 0 3.794168458 1.577312075 0.0212521728048582 0.5780591 1.638797283 0 0 0 3.235547616 0.0939211268552818 2.55465465 0.680892966 7.029716075 0 0.182977449 -3.004394497 NA -2.821417048 0 0 949.7962999 -3.004394497 0 173.7768797 170.7284891 0 0 35.84683903 0 0 2346.899267 3870.50462843143 NA 1965.21388562103 65.85602782 145.272327240427 1443.56143676296 2585.21260236233 661.798686665748 "CT"
"CurrentTrends" "GRC" "Yes" "2045" 344.5247866 8.90032 0 2744.878427 2708.036067 136.3583692 86.19143591 2076.080535 2694.002177 374.2784545 NA 0.537371498 1733.082 812.475 1893.326 0 65.77298871 0 0 0 0 0 0 3687.419172 1355.106666 3597.270033 0 831.7336637 3060.306589 358.1638749 12890 0 0 0 0 0 0 0 3.91933202 1.605462518 0.0235579039954871 0.640774989 1.673094513 0 0 0 3.092648354 0.0898192042795628 2.443082356 0.649565997 7.011980374 0 0.220199225 -3.129614604 NA -2.909415379 0 0 500.4449317 -3.129614604 0 179.7250063 175.4897997 0 0 37.14542349 0 0 2448.245271 3879.05365160736 NA 1958.62006882561 67.23428209 134.025631677846 759.627406761036 2585.21260236233 661.136017002066 "CT"
"CurrentTrends" "GRC" "Yes" "2050" 372.6923394 8.496078 0 2744.878427 2707.933679 136.3496712 86.18652487 2074.484824 2694.002177 365.6120951 NA 0.53519301 1733.082 812.475 1893.326 0 65.77939898 0 0 0 0 0 0 3773.27517 1167.947052 3597.270033 0 812.475 3150.198495 388.8342499 12890 0 0 0 2.27094954 0 1.9461897 0.32475984 4.100485799 1.652316091 0.0263664904146747 0.717168539 1.731001168 5.7917902 1.503411 4.2883792 2.936886331 0.0853456448678917 2.32140154 0.615484791 7.03737213 0 0.331872743 -3.201028066 NA -2.869155322 0 0 -5.58e-12 -3.201028066 0 184.304833 182.6151627 0 0 39.16347717 0 0 2520.158796 3889.0080773657 NA 1958.68801981324 69.56129489 120.969351016576 -8.562006941756e-12 2585.21260236233 653.23 "CT"
"CurrentTrends" "IDN" "Yes" "2000" 395.012 214.072422 1976.252281 1976.252281 1953.899561 39.68174006 44.32983222 2049.090802 94648.195 625.39 NA 0.444192803 19522.442 259.883 2704.568 0 71.8634665 36000 30242.831 11177 0 101280 39294.9 72328.22778 6012.136134 104146.5493 0 5986.239315 0 1094.606572 189567.7591 0 0 0 83.76700988 8.7327369 7.1996925 67.83458048 83.31907203 6.987536478 2.493903629 67.83417872 8.497356837 32.2788233 9.1702065 23.1086168 26.51089983 0.670038494 18.22504703 8.285852805 109.8299719 0 0 0 0 0 0 0 22768.81016 0 0 6972.055825 1281.763618 403.5039691 1964.4 153.3745147 263.1 0 0 2044.09526828481 NA 1780.53415519108 392.6280215 761.500395999893 23699.1302924528 85871.9542524098 1598.32655498156 "CT"
"CurrentTrends" "IDN" "Yes" "2005" 497.632 228.805144 2023.306094 2023.306094 2017.915243 44.60818056 45.97074993 2059.608365 94648.195 625.39 NA 0.451612656 19522.442 259.883 2704.568 0 71.8634665 41130 33155.617 11000 0 100469.6 35152.3 75309.96167 6144.730195 102332.8574 0 4553.827331 0 1226.382492 189567.7591 -1813.691885 0 -1813.691885 86.99071254 11.0281669 7.8559026 68.10664304 86.63084401 7.744734245 2.503902427 68.10614602 10.77996375 32.55091674 9.7548633 22.79605344 27.64892738 0.674140276 18.33661552 9.31231186 114.2797714 130.6683928 27.34089958 0 31.85372659 158.0092924 0 47420.02824 23347.42046 0 0 7578.495594 1706.152308 468.435996 2411.944 204.3909333 327.794 0 0 2111.32107563956 NA 1794.05403370681 457.8932385 818.460729621005 24277.4323127298 84439.4957538293 1261.29479512178 "CT"
"CurrentTrends" "IDN" "Yes" "2010" 657.835 244.016173 2422.635944 2422.635944 2393.000522 41.75246925 55.51696982 2061.175722 94648.195 625.39 NA 0.491679905 19522.442 259.883 2704.568 0 71.8634665 44380 38680.422 11000 0 99659.2 32712.7 82677.27209 6166.919363 99089.66216 0 259.883 0 1374.022463 189567.7591 -3243.195225 0 -3243.195225 77.68892946 1.8652656 7.9743573 67.84930656 77.93639305 8.168766941 2.494466707 67.84949443 1.918131676 39.5239609 11.7829257 27.7410352 33.71512054 0.826462061 22.47976806 11.23535248 111.6515136 234.8691572 82.90352414 0 31.85372659 317.7726814 0 47420.02824 23946.07139 0 0 8939.843501 2628.196379 557.1860143 2784.573 372.8370832 499.22 0 0 2572.24971050412 12.32 1801.44742101673 575.3863665 967.861126287729 24784.8208388069 81878.011863377 250.974 "CT"
"CurrentTrends" "IDN" "Yes" "2015" 860.854 259.09197 2541.491858 2541.491858 2435.510291 41.38123849 58.48055712 2063.261202 94489.83 647.014 NA 0.513496572 19522.442 259.883 2776.871 0 71.8634665 46800 41708.375 11000 0 95027.9 34924 84815.30443 6053.081544 96867.94697 0 259.883 40.37752521 1531.165609 189567.7591 -2221.715193 0 -2221.715193 76.2686699 1.8316511 8.9337612 65.5032576 74.44060213 8.944266928 2.4079535 65.4963352 0 44.89534096 14.1027432 30.79259776 41.36081974 0.986635798 26.83649371 14.52432603 115.8014219 161.3128913 1.410803183 0 46.76555483 162.7236945 0 47420.02824 23372.16912 0 0 9369.492625 3245.258033 703.261572 2818.59824 964.7714269 1436.73553 0 32.30202017 2610.41965059825 11.51 1807.93007509373 721.1306271 1227.72027165776 23674.5707122322 80778.2022698577 250.165082633565 "CT"
"CurrentTrends" "IDN" "Yes" "2020" 1027.66 271.85797 2716.947195 2716.947195 2510.464999 66.63604323 68.80231282 2083.363362 93159.456 818.003 NA 0.526976516 19522.442 259.883 2962.085 0 71.8634665 53300 42977.722 11000 0 92133.2 31318.7 85675.10946 6181.903336 95919.69767 0 259.883 0 1531.165609 189567.7591 -948.2492994 0 -948.2492994 75.13672902 2.803652 11.0359431 61.29713392 72.99117902 11.70287966 2.2532463 61.28829936 0 52.43534658 18.3983709 34.03697568 48.03610858 1.032964504 28.0966345 19.93947408 121.0272876 67.35983311 0.771350398 0 46.76555483 68.13118351 0 47420.02824 24186.73541 0 0 10597.6327 3657.964213 1062.524916 3540.99 796.2728817 1211.22482 0 0 2703.00519444472 9.57 1817.88006837021 1099.892886 1304.82562933687 22686.7691181367 80204.4574196806 248.434972761954 "CT"
"CurrentTrends" "IDN" "Yes" "2025" 1184.279164 286.3264 0 2716.947195 2689.099913 71.72138134 72.47744851 2081.124982 92941.32928 259.883 NA 0.52961659 19522.442 259.883 2962.085 0 71.8634665 0 0 0 0 0 0 84744.46724 6235.264115 95657.12974 972.3197964 259.883 0 1698.695193 189567.7591 -262.5679339 972.3197964 709.7518625 0 0 0 0 87.01217396 13.88897009 2.688353083 73.12320387 0 0 0 0 49.20837106 1.051066541 28.5890099 20.61936116 136.220545 17.19530213 1.010650906 -7.429868554 46.76555483 10.77608448 0 0 26108.19085 0 -7.429868554 12161.16308 4297.448411 0 0 989.9272169 0 777.8558371 0 2891.6537434111 6.25 1826.76341797015 1324.810967 1260.39816761636 26614.5875903047 79994.3151823886 248.434972761954 "CT"
"CurrentTrends" "IDN" "Yes" "2030" 1488.421913 298.1473719 0 2716.947195 2515.739408 66.65094485 68.9361536 2086.353063 91973.93656 259.883 NA 0.536991848 19522.442 259.883 2962.085 0 71.8634665 0 0 0 0 0 0 85298.06265 6346.145658 94492.64012 1296.426395 259.883 0 1874.601256 189567.7591 -1164.489621 324.1065988 -840.3830222 81.62201732 0 9.5594226 72.06259472 83.64803153 14.01276964 2.560119922 69.63526189 0 43.42532864 14.0101416 29.41518704 50.44107888 1.075675264 29.25836718 21.1827117 134.0891104 82.57955237 1.061183452 -9.906491405 46.76555483 73.73424441 0 0 27194.99884 0 -9.906491405 12509.55664 4511.295631 0 0 1045.171449 0 1037.141116 0 2705.85205975374 10.01 1832.54371617277 1394.450762 1118.00713356821 25312.6407547052 79062.3336793535 248.434972761954 "CT"
"CurrentTrends" "IDN" "Yes" "2035" 1755.044414 306.3551777 0 2716.947195 2402.372083 63.34727268 66.62727041 2086.995539 90414.2953 259.883 NA 0.543875753 19522.442 259.883 2962.085 0 71.8634665 0 0 0 0 0 0 86572.05427 6449.125634 92615.23704 1620.532994 259.883 0 2050.926142 189567.7591 -1877.403077 324.1065988 -1553.296478 0 0 0 0 81.45515956 14.22920593 2.471542413 67.22595363 0 0 0 0 51.32274678 1.096412153 29.82241055 21.50033623 132.7779063 134.4218236 1.063710079 -12.38311426 46.76555483 123.1024195 0 0 27960.60497 0 -12.38311426 12851.0987 4717.953329 0 0 1103.908112 0 1296.426395 0 2584.04267644627 13.36 1834.42675648778 1464.819443 980.73176604277 24407.0404057895 77559.7827641284 248.434972761954 "CT"
"CurrentTrends" "IDN" "Yes" "2040" 1988.925026 316.7900027 0 2716.947195 2317.796489 60.88793487 64.90389447 2085.553769 88303.14532 259.883 NA 0.549542585 19522.442 259.883 2962.085 0 71.8634665 0 0 0 0 0 0 88509.50151 6552.502339 90073.96066 1944.639593 259.883 0 2227.271971 189567.7591 -2541.276376 324.1065988 -2217.169777 0 0 0 0 80.83306509 14.6134744 2.434543775 66.21959069 0 0 0 0 52.25943308 1.118088071 30.41199554 21.84743754 133.0924982 182.6098802 1.06383641 -14.85973711 46.76555483 168.8139795 0 0 28937.83209 0 -14.85973711 13303.91899 4954.896417 0 0 1169.203147 0 1555.711674 0 2492.95705337312 16.37 1834.39493258102 1544.294468 849.063884396102 24013.4685380379 75525.9109806598 248.434972761954 "CT"
"CurrentTrends" "IDN" "Yes" "2045" 2203.894104 323.3339053 0 2716.947195 2365.64931 62.30973292 65.90679285 2085.097577 86437.99345 259.883 NA 0.548386642 19522.442 259.883 2962.085 0 71.8634665 0 0 0 0 0 0 90467.11747 6663.698032 87828.80214 1944.639593 259.883 0 2403.618846 189567.7591 -2245.15852 0 -2245.15852 0 0 0 0 84.87580293 15.15047413 2.563431206 69.72532881 0 0 0 0 52.91831099 1.137978342 30.95301089 21.9653001 137.7941139 161.3185073 1.063842727 -14.85973711 46.76555483 147.5226129 0 0 29567.78154 0 -14.85973711 13678.84425 5094.31358 0 0 1207.497527 0 1555.711674 0 2542.60994125996 14.67 1834.52991707406 1591.104658 846.60979891762 25256.0798980988 73729.0326091535 248.434972761954 "CT"
"CurrentTrends" "IDN" "Yes" "2050" 2411.433009 331.6377216 0 2716.947195 2401.240465 63.37126176 66.65873631 2086.297901 84746.0859 259.883 NA 0.547103987 19522.442 259.883 2962.085 0 71.8634665 0 0 0 0 0 0 92225.54517 6765.54074 85792.1848 1944.639593 259.883 0 2579.965773 189567.7591 -2036.61734 0 -2036.61734 83.90039152 0 11.6999064 72.20048512 88.8693555 15.66651606 2.691280862 73.20283944 0 53.80939516 18.1131678 35.69622736 53.56151719 1.15715704 31.47467148 22.08684572 142.4308727 146.2870518 1.063843043 -14.85973711 46.76555483 132.4911577 0 0 30366.34259 0 -14.85973711 14046.25699 5230.77694 0 0 1241.772328 0 1555.711674 0 2579.18591203152 13.59 1836.53205968489 1635.105098 837.703440558267 26486.41450037 72099.0569897568 248.434972761954 "CT"
"CurrentTrends" "IND" "Yes" "2000" 800.534 1059.633675 2140.296781 2140.296781 2136.549919 42.2973013 52.56826632 2021.481247 19721.777 3297.354 NA 0.448584122 285.58 262.155 557.539 0 60.63187122 170130 169838.735 10845 0 67591 48753 170130 10845.83422 67591 0 47846.15758 0 906.0082046 297319 0 0 0 324.5071905 100.8908743 95.150874 128.4654422 318.2372333 92.53079052 4.722878698 128.4623006 97.24414225 418.885939 54.0468201 364.8391189 420.1747982 13.5656762 368.9863927 51.18840546 738.4120315 0 0 0 NA 0 -4.93e-08 0 221420.9383 0 0 43094.44383 10561.54307 1937.627023 10920.2 1940.681399 4214.6 0 559.6589698 2309.00921159 NA 1756.24471673396 1867.590891 5394.61411028748 239679.583543651 22561.4136883884 10640.1698779365 "CT"
"CurrentTrends" "IND" "Yes" "2005" 1094.32 1154.638713 2042.285254 2042.285254 2035.583081 43.74791543 49.22492541 2036.070939 19721.777 3297.354 NA 0.448167904 285.58 262.155 557.539 0 60.63187122 169674 174495.669 10452 0 68543.5 48649.5 169674 10449.75825 67591 0 47829.4819 551.9137484 1222.8461 297319 0 0 0 339.8503175 108.0949722 106.2885915 125.4667538 348.224503 117.522416 4.612642064 125.4638641 105.2382229 440.248068 57.6006522 382.6474158 438.4036351 14.12776668 384.2752537 54.12838131 786.6269474 0 0.912799676 -1.048988394 NA -0.136188718 -0.00119 0 221715.681 -1.048988394 0 44346.38293 14821.73732 2069.321537 12723.91 2706.556859 5209.967 0 559.6589698 2178.37774447357 NA 1771.42068989574 1979.331169 5691.56651705504 236488.64207504 22561.4136883884 10636.5143475687 "CT"
"CurrentTrends" "IND" "Yes" "2010" 1535.9 1240.61362 2210.08626 2210.08626 2200.775051 46.38692154 56.09597323 2050.441487 19721.777 3297.354 NA 0.447680853 285.58 262.155 557.539 0 60.63187122 169234 183021.42 10339 0 69496 48250 169234 10336.96708 67591 0 47806.97461 699.5737123 1650.484595 297319 0 0 0 363.3849405 112.1966716 128.0658015 123.1224674 362.9681197 132.9420985 4.52646669 123.119894 106.9061273 460.8287873 60.7809657 400.0478216 455.0647982 14.65053069 398.4944349 56.57036338 818.0312517 0 1.2320126 -1.329636572 NA -0.0976 -0.00167 370800.1364 231818.1532 -1.329636572 0 46137.21962 17592.86054 2186.472617 16450.653 4279.336009 8195.773 0 559.6589698 2351.98999481122 16.04 1786.94007276889 1990.706772 5951.25292835523 246662.099944869 22561.4136883884 10631.5804508946 "CT"
"CurrentTrends" "IND" "Yes" "2015" 2103.59 1322.866505 2275.752706 2275.752706 2264.677898 51.25694899 58.52883916 2068.137012 19691.193 3276.435 NA 0.449448739 960.194 273.615 778.767 0 60.63187122 169413 186378.57 10262 0 70828 46816 169413 10262.75465 67591 0 47125.00015 699.5737123 2227.671494 297319 0 0 0 397.5551969 138.3412132 134.5724562 124.6415275 392.1944109 133.1168664 4.582348132 124.6398692 134.4376753 465.730031 61.8887451 403.8412859 456.2989442 14.67958706 399.284768 57.01417623 848.4916888 0 6.400888256 -0.579380438 NA 5.821507818 -0.00167 370799.905 246705.0913 -0.579380438 0 47535.17857 17320.88223 2228.207673 17372.3 3729.7111 6978.8 0 559.6589698 2417.7272166382 14.34 1804.43949318322 2045.736278 5882.12413513085 261081.046852955 22478.6140492221 10431.2842907411 "CT"
"CurrentTrends" "IND" "Yes" "2020" 2508.59 1396.387127 2386.375465 2386.375465 2373.906867 56.78047447 64.75211062 2079.298526 19956.537 3266.358 NA 0.451219642 1028.698 273.396 884.445 0 60.63187122 168047.948 194446.713 10479.811 0 72160 46631.241 168047.948 10480.60612 67591 0 47083.99838 1108.742493 3006.705 297319 0 0 0 444.1362481 158.8662634 155.7926916 129.4772931 431.1430539 151.9046373 4.760045343 129.4732333 149.7651833 486.5888634 66.1854648 420.4033986 468.9423874 15.06085342 409.6552131 59.28717426 900.083775 0 0.50251035 -0.868869733 NA -0.366359383 -0.00167 370799.905 251823.3032 -0.868869733 0 48315.35445 20179.29092 2353.581886 20404 4905.139459 8977.9 0 886.9939942 2534.68387871979 15.17 1817.10806708318 2041.262215 6324.44267134231 260534.774410364 22003.2098655146 10477.3382531331 "CT"
"CurrentTrends" "IND" "Yes" "2025" 3669.789183 1455.362027 0 2406.261927 2390.340565 57.08577789 65.18770956 2086.223915 19956.537 2856.078222 NA 0.45218714 1028.698 273.396 884.445 0 60.63187122 0 0 0 0 0 0 172034.2928 10537.22451 67591 0 42139.36062 1108.742493 3908.379532 297319 0 0 0 0 0 0 0 443.1616247 156.0455988 4.911114 133.5823008 153.5337251 0 0 0 485.2204862 15.57891947 423.7466096 61.47387664 928.3804446 0 38.70461022 -0.110978394 NA 38.59363182 -0.00167 0 254536.1116 -0.110978394 0 50188.20244 20729.78419 0 0 5048.436046 0 0 886.9939942 2548.65888356448 15.15 1826.77829302828 2093.231537 6607.40918704579 265011.167409184 22003.2098655146 9393.94685944462 "CT"
"CurrentTrends" "IND" "Yes" "2030" 4878.145642 1520.293366 0 2426.148389 2410.025079 57.47589001 65.71940547 2090.026595 19956.537 2211.782006 NA 0.452344947 1028.698 273.396 884.445 0 60.63187122 0 0 0 0 0 0 180630.0175 10545.94819 67591 0 32633.23772 1108.742493 4810.054065 297319 0 0 0 269.0181656 0 172.0766502 96.94151536 467.1304922 164.2858168 5.19062032 141.1848727 161.6598027 500.3992743 71.8875612 428.5117131 499.4385463 16.02869146 435.9804078 63.45813848 966.5673721 0 73.60201646 0 NA 73.60201646 -0.00167 0 268099.7881 0 0 52813.24732 21813.3119 0 0 5301.260618 0 0 886.9939942 2566.01153711452 14.92 1833.9669612803 2203.468322 6819.95659223331 279044.45230288 22003.2098655146 7311.11445855198 "CT"
"CurrentTrends" "IND" "Yes" "2035" 6027.227437 1580.466024 0 2446.034851 2429.683821 57.86426065 66.24872212 2093.462228 19956.537 1612.100873 NA 0.452554226 1028.698 273.396 884.445 0 60.63187122 0 0 0 0 0 0 188664.7152 10457.43573 67591 0 23785.37798 1108.742493 5711.728597 297319 0 0 0 0 0 0 0 489.3725333 171.9620923 5.446872604 148.1549348 169.2555062 0 0 0 509.0155994 16.32849647 444.135104 64.88049545 998.3864664 0 69.04108148 0 NA 69.04108148 -0.00167 0 280752.201 0 0 55268.74752 22821.80776 0 0 5536.235953 0 0 886.9939942 2583.30550616401 14.67 1840.69674242626 2306.461205 6971.05518568548 292085.317073211 22003.2098655146 5372.51034635125 "CT"
"CurrentTrends" "IND" "Yes" "2040" 7075.55498 1633.253033 0 2465.921313 2449.317799 58.250955 66.77572787 2097.396553 19956.537 1066.486554 NA 0.452755076 1028.698 273.396 884.445 0 60.63187122 0 0 0 0 0 0 196003.7325 10266.16465 67591 0 15735.23482 1109.464921 6613.40313 297319 0 0 0 0 0 0 0 509.6973197 178.9598325 5.681762784 154.5439477 176.1935395 0 0 0 513.2846638 16.45718155 447.6353382 65.64932559 1022.980317 0 63.44184019 0 NA 63.44184019 -0.00167 0 292279.4139 0 0 57497.58702 23739.62737 0 0 5748.753678 0 0 887.5719368 2600.54202336916 14.4 1846.75939749093 2400.456174 7047.92211845495 303948.201242733 22003.2098655146 3608.68936677268 "CT"
"CurrentTrends" "IND" "Yes" "2045" 8023.68863 1677.265984 0 2485.807775 2468.950727 58.63756367 67.3025362 2099.828753 19956.537 621.3542108 NA 0.452816956 1028.698 273.396 884.445 0 60.63187122 0 0 0 0 0 0 201909.8365 9975.642954 67591 0 9167.63027 1159.812661 7515.077662 297319 0 0 0 0 0 0 0 526.1748421 184.7083711 5.870938276 159.6895211 181.7769499 0 0 0 512.0836838 16.41034537 446.3613941 65.72228972 1038.25686 0 52.39712917 0 NA 52.39712917 -0.00167 0 302015.5431 0 0 59333.4082 24498.40677 0 0 5925.467895 0 0 927.850129 2617.74515114072 14.03 1850.3412845914 2476.369367 7048.40620390028 313860.200506939 22003.2098655146 2169.69897112042 "CT"
"CurrentTrends" "IND" "Yes" "2050" 8928.598045 1713.815862 0 2505.694238 2488.567392 59.02308567 67.82788583 2099.726079 19956.537 230.5091749 NA 0.452881998 1028.698 273.396 884.445 0 60.63187122 0 0 0 0 0 0 207053.8923 9607.277916 67591 0 3400.995523 1249.082072 8416.752195 297319 0 0 0 297.4740276 0 199.7028306 97.77119696 540.5476802 189.7194947 6.036332242 164.188237 186.6399485 572.6331241 89.753118 482.8800061 506.0780516 16.20864183 440.8750577 65.20299383 1046.624065 0 46.48525612 0 NA 46.48525612 -0.00167 0 310492.0023 0 0 60921.45813 25159.55027 0 0 6079.115882 0 0 999.2656574 2634.89971201619 13.58 1851.66108698577 2542.476589 6982.33346199711 322587.526686959 22003.2098655146 906.204503237526 "CT"
"CurrentTrends" "MEX" "Yes" "2000" 876.438 97.873442 1926.573671 1926.573671 1928.73444 71.03300695 57.07633079 1786.931907 39896.223 24499.383 0.17 0.504810072 11478.705 10454.361 4472.875 0 74.07531142 25378 8511.981 80952 0 68381.35 19683.65 25378 80751.51691 68381.35 0 19005.79079 0 878.3423041 194395 0 0 194395 24.06774618 11.4919595 12.2982678 0.27751888 17.75883056 6.032321861 0.0102008394510507 0.277462833 11.44904586 74.68662978 18.0744837 56.61214608 65.40576684 1.846482 50.2243104 15.18145643 83.14017756 0 0 0 NA 83.14017756 -0.0244 34919.99028 15126.06286 0 0 1759.844838 388.0547348 398.2811797 1342 97.33541264 315 1760 8363.4888 2073.00152627826 NA 1797.77453422002 396.7939055 1484.49411399238 16018.545121365 37540.0825569759 9246.37828796644 "CT"
"CurrentTrends" "MEX" "Yes" "2005" 941.098 105.442402 2892.336342 2892.336342 2886.008572 87.70962113 81.44517552 1800.026712 39896.223 24499.383 0.17 0.481300245 11478.705 10454.361 4472.875 0 74.07531142 25903 14654.576 80667 0 67662.33 20162.67 25903 80461.70532 67834.62619 1000 10454.361 7707.774963 1033.532534 194395 -546.7238144 1000 193848.2762 23.98660308 11.966262 11.8245582 0.19578288 22.43476881 10.35137838 0.0071939661494744 0.195675879 11.88771455 76.16482344 18.542706 57.62211744 66.73702883 1.878375544 51.09181481 15.64521402 89.1418793 11.37540366 1.491341124 -2.231053525 NA 102.0086241 -0.0299 28570.18667 21259.59047 -0.0425 -2.188522061 2163.809631 949.4712582 421.0428318 1219.457 166.2676447 380.7 1760 8363.4888 3164.43746323221 NA 1812.93446851772 418.2790748 1535.0408949448 22313.6782455407 37257.4817463741 6672.22800000001 "CT"
"CurrentTrends" "MEX" "Yes" "2010" 1012.98 112.532401 2789.244301 2789.244301 2762.281786 84.15411401 83.41784604 1813.097319 39896.223 24499.383 0.17 0.48276696 11478.705 10454.361 4472.875 0 74.07531142 25584 15706.485 76223 0 66943.31 25644.69 25584 75850.30644 67825.49568 2200 10454.361 11264.69427 1216.142606 194395 -9.130503593 1200 194385.8695 24.73434186 13.0284858 11.5583559 0.14750016 23.36514439 10.70522919 0.00539787392732397 0.146822171 12.51309303 79.9273415 19.4342967 60.4930448 70.1610382 1.973912412 53.69041761 16.4706206 93.42339971 0.199823085 0.479575405 -9.626457866 NA 94.1027982 -0.102782887 26030.02311 22892.71709 -4.811709332 -4.814748535 2350.925243 948.4955394 442.8535109 1074.653 158.5571415 303.5 1760 8363.4888 3148.93231817855 3.27 1828.16121572185 425.3347063 1628.71913363845 23397.4518113087 37252.7621978927 6672.22800000001 "CT"
"CurrentTrends" "MEX" "Yes" "2015" 1171.87 120.149897 2814.358535 2814.358535 2775.318452 83.98520275 84.82725545 1826.166191 39778.514 24572.609 0.17 0.477116821 12025.035 10603.124 4617.478 0 74.07531142 24743 16001.205 73937 0 66330.91 29384.09 24743 73609.41528 67814.75195 3400 10603.124 12793.69157 1431.017204 194395 -10.74372994 1200 194384.2563 26.55558552 14.3978468 12.0115632 0.14617552 28.82413744 12.94031867 0.00543997869961242 0.147967421 15.73585135 81.93290056 19.9428684 61.99003216 72.14371636 2.027997769 55.16153931 16.98217706 100.8650709 0.2351289 0.56430936 -14.88048209 NA 101.6645092 -0.102782887 26030.02311 27095.68361 -7.439507083 -7.440975008 2493.053463 1117.128208 465.7900889 1110.2 225.4735947 462.6058 2720 8482.4992 3156.2284184442 3.43 1842.99704478248 509.0763709 1612.33080156349 28012.1208718855 37299.6141791915 6722.786 "CT"
"CurrentTrends" "MEX" "Yes" "2020" 1152.51 125.998302 2903.128775 2903.128775 2802.361119 86.60153169 88.00391491 1839.344406 39534.415 24598.149 0.17 0.476222414 12499.201 10791.667 4742.838 0 74.07531142 22869 15480.838 74269 0 65692.08 31564.92 22869 74012.91611 67628.05661 4600 10791.667 12809.50328 1683.857 194395 -186.6953465 1200 194208.3047 24.65153662 10.7140983 13.776126 0.16131232 25.60513442 13.48292934 0.00598540262892385 0.162802952 11.95940212 86.734121 21.1440138 65.5901072 76.98068234 2.160497087 58.76552076 18.21516158 102.4830339 3.324029623 -1.012119973 -18.66333887 NA 104.7949435 -0.102782887 26030.02311 26832.40597 -8.596137389 -10.06720148 2558.573972 1217.497932 518.3721757 1415.7895 232.7899865 454.18265 3680 8633.3336 3166.34080868891 NA 1858.010025775 578.6227759 1700.36211030347 27898.8249169831 37075.6260356553 6837.05900000001 "CT"
"CurrentTrends" "MEX" "Yes" "2025" 1378.712069 130.357739 0 2903.128775 2805.563968 86.96335478 87.9986841 1852.481721 39348.8518 4600 0.17 0.476913371 12921.40494 11472.07016 4742.838 0 77.06617112 0 0 0 0 0 0 23926.72888 71544.36516 67310.62992 4600 11472.07016 13583.38286 1957.823013 194395 -317.4266848 0 194077.5733 0 0 0 0 28.10793186 14.57432963 0.0309617244231325 0.842158904 12.69144332 0 0 0 79.5627288 2.226530211 60.56162175 19.00110705 107.5678778 6.61459489 3.644402378 -20.26969332 NA 117.826875 -0.102782887 0 28981.70287 -10.20249183 -10.06720148 2769.537194 1299.69374 0 0 247.176221 0 3680 9177.656128 3169.66782923901 NA 1872.41477477601 620.0707329 1779.14221295774 29847.512464581 36913.4099832363 7042.77872068964 "CT"
